ID Pregunta,Código,ID Competencia,Competencia,Prerrequisitos,Módulo,Tipo de Evaluación,Concepto,Tipo de ejercicio,Puntaje,Nivel,Instrucción,Descripción,Respuesta,Ponderación,Respuesta,Ponderación,Respuesta,Ponderación,Respuesta,Ponderación,Feedback,Recurso - Nombre,Recurso - URL,Idioma,Recurso - Nombre,Recurso - URL,Idioma,Recurso - Nombre,Recurso - URL,Idioma,Instrucciones del módulo
DXSJ_5,XSEJ_1310,DC1_3,"Administrar datos, información y contenido digital",DC1_1,Gestión de Información,Pre-assessment,"Información, datos y sus fuentes",Relación de columnas,5,0,Relaciona las siguientes columnas de acuerdo a la correspondencia del concepto con su significado.,"&space Organizar, almacenar y recuperar datos, información y contenidos digitales en un entorno estructurado.",Administración,1,Ordenación,0,null,0,null,0,Adoptar una estrategia de almacenamiento.,"Crear directorios y archivos, practica (Create directories and files, practice)",https://thincrs-one.udemy.com/computacion-basica-desde-cero-hasta-redes-sociales/learn/v4/t/lecture/2319958?start=45,Español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_6,XSEJ_1320,DC1_3,"Administrar datos, información y contenido digital",DC1_1,Gestión de Información,Pre-assessment,"Información, datos y sus fuentes",Verdadero o Falso,5,0,Lee la siguiente oración y selecciona verdadero o falso según sea el caso.,Toda la información que se recolecta de la red puede ser filtrada y ordenada de acuerdo al criterio propio de cada persona.,VERDADERO,1,FALSO,0,null,0,null,0,Ser consciente que la información y archivos pueden ser ordenados y filtrados usando dispositivos digitales.,¿Cómo se organizan los archivos en mi computadora?,https://thincrs-one.udemy.com/course/computacion-basica-desde-cero-hasta-redes-sociales/learn/lecture/1707946#overview,Español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_7,XSEJ_2110,DC2_1,Interactuar a través de las tecnologías digitales,null,Comunicación y Colaboración,Pre-assessment,Comunicación y colaboración digital,Drag and drop text,5,0,Completa los espacios en blanco del siguiente párrafo con las opciones que se presentan en la lista.,"La principal manera de &space en la sociedad de conocimiento actual es por medio de la &space a través de plataformas y medios digitales. Al realizar lo anterior es necesario cumplir con las reglas de &space que describen normas de comportamiento, ya que, el infringir alguna de ellas, repercute en la &space de los colaboradores.",interacción,1,comunicación,0,null,0,null,0,Identificar medios de comunicación simples y apropiados en un contexto dado.,What content should I share on social media? (¿Qué contenido debo compartir en las redes sociales?),https://thincrs-one.udemy.com/social-media-marketing-ads/learn/v4/t/lecture/3987470?start=0,Subtitulado al español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_7,XSEJ_2410,DC2_4,Colaborar a través de tecnologías digitales,"DC2_1, DC2_2",Comunicación y Colaboración,Pre-assessment,Comunicación y colaboración digital,Drag and drop text,5,0,Completa los espacios en blanco del siguiente párrafo con las opciones que se presentan en la lista.,"La principal manera de &space en la sociedad de conocimiento actual es por medio de la &space a través de plataformas y medios digitales. Al realizar lo anterior es necesario cumplir con las reglas de &space que describen normas de comportamiento, ya que, el infringir alguna de ellas, repercute en la &space de los colaboradores.",colaboración,1,participación,0,null,0,null,0,Elegir herramientas y tecnologías digitales simples para procesos colaborativos con guía.,The challenges of working in a collaborative team (Los retos de trabajar en una equipo de colaboradores),https://thincrs-one.udemy.com/course/mastering-collaboration-work-together-for-the-best-results/learn/lecture/8497122?start=94,Subtitulado al español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_7,XSEJ_2510,DC2_5,Netiqueta,"DC2_1, DC2_2, DC2_4",Comunicación y Colaboración,Pre-assessment,Netiqueta,Drag and drop text,5,0,Completa los espacios en blanco del siguiente párrafo con las opciones que se presentan en la lista.,"La principal manera de &space en la sociedad de conocimiento actual es por medio de la &space a través de plataformas y medios digitales. Al realizar lo anterior es necesario cumplir con las reglas de &space que describen normas de comportamiento, ya que, el infringir alguna de ellas, repercute en la &space de los colaboradores.",netiqueta,1,comportamiento,0,null,0,null,0,Diferenciar los aspectos simples de la diversidad cultural y generacional a considerar en entornos digitales.,Communicating across generations (Comunicación a través de generaciones),https://thincrs-one.udemy.com/cross-cultural-communication-the-new-global-currency/learn/v4/t/lecture/8406238?start=33,Inglés,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_7,XSEJ_2610,DC2_6,Administrar la identidad digital,"DC2_1, DC2_3, DC2_4, DC2_5",Comunicación y Colaboración,Pre-assessment,Identidad digital,Drag and drop text,5,0,Completa los espacios en blanco del siguiente párrafo con las opciones que se presentan en la lista.,"La principal manera de &space en la sociedad de conocimiento actual es por medio de la &space a través de plataformas y medios digitales. Al realizar lo anterior es necesario cumplir con las reglas de &space que describen normas de comportamiento, ya que, el infringir alguna de ellas, repercute en la &space de los colaboradores.",identidad digital,1,sociedad digital,0,null,0,null,0,Identificar una identidad digital.,Internet data Privacy Resources,https://thincrs-one.udemy.com/course/1m-cyber-security-awareness/learn/lecture/14491692#overview,Inglés,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_8,XSEJ_2210,DC2_2,Compartir a través de las tecnologías digitales,DC2_1,Comunicación y Colaboración,Pre-assessment,Comunicación y colaboración digital,Opción múltiple con checkbox,5,0,Lee la siguiente oración y selecciona las dos opciones correctas.,"Con las tecnologías actuales, es posible otorgar voz a la ciudadanía a través de tecnologías digitales apropiadas, permitiendo compartir cualquier información, contenido o recurso a través de la red acerca de asuntos políticos, culturales y sociales. Lo anterior es un ejemplo de: 
",Participación,0.5,Mediación,0,null,0,null,0,"Conocer tecnologías digitales apropiadas para compartir datos, información y contenidos digitales con guía.",Sharing information through cellphones (Compartir información a través de teléfonos celulares),https://thincrs-one.udemy.com/cyber-security-and-internet-safety/learn/lecture/3872186?start=0,Inglés,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_8,XSEJ_2310,DC2_3,Participar en la ciudadanía a través de los medios digitales,"DC2_1, DC2_2, DC2_4",Comunicación y Colaboración,Pre-assessment,Ciudadanía digital,Opción múltiple con checkbox,5,0,Lee la siguiente oración y selecciona las dos opciones correctas.,"Con las tecnologías actuales, es posible otorgar voz a la ciudadanía a través de tecnologías digitales apropiadas, permitiendo compartir cualquier información, contenido o recurso a través de la red acerca de asuntos políticos, culturales y sociales. Lo anterior es un ejemplo de: 
",Ciudadanía digital,0.5,Sociedad digital,0,null,0,null,0,Reconocer tecnologías digitales simples y apropiadas para potenciar y participar en la sociedad como ciudadano.,"Attitudes, Listening Skills, and Communications Congruence (Actitudes, habilidades auditivas y congruencia comunicativa)",https://thincrs-one.udemy.com/course/mastering-collaboration-work-together-for-the-best-results/learn/lecture/8497122?start=94,Subtitulado al español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_9,XSEJ_3110,DC3_1,Desarrollar contenido digital,DC1_3,Creación de Contenido Digital,Pre-assessment,Creación de contenidos digitales,Drag and drop text,5,0,Lee el siguiente párrafo y completa los espacios en blanco con las palabras que se muestran en la lista.,"El proceso de generar nuevo contenido digital es muy simple. Primero, se busca contenido en la red para poder revisarlo y estar al tanto de la actualidad del tema. Lo siguiente es &space a través de la &space ya existente o creación de material desde cero, utilizando herramientas digitales. Por último, hay que publicar el contenido teniendo en cuenta los &space que se aplican tanto para el material que has creado como si utilizaste material de otros creadores, para evitar caer en problemas de restricciones y plagio.",desarrollar el contenido,1,localizar la información,0,null,0,null,0,Elegir cómo me expreso a través de la creación de medios digitales simples y sabiendo como funcionan los procesos.,Document fundamentals: type justification (Fundamentos del documento: justificación de tipo),https://thincrs-one.udemy.com/google-office-docs-sheets-slides/learn/lecture/3638126?start=43,Inglés,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_9,XSEJ_3210,DC3_2,Integrar y re elaborar contenido digital,"DC1_1, DC1_2, DC1_3, DC3_1, DC3_3",Creación de Contenido Digital,Pre-assessment,Re-elaboración de contenidos digitales,Drag and drop text,5,0,Lee el siguiente párrafo y completa los espacios en blanco con las palabras que se muestran en la lista.,"El proceso de generar nuevo contenido digital es muy simple. Primero, se busca contenido en la red para poder revisarlo y estar al tanto de la actualidad del tema. Lo siguiente es &space a través de la &space ya existente o creación de material desde cero, utilizando herramientas digitales. Por último, hay que publicar el contenido teniendo en cuenta los &space que se aplican tanto para el material que has creado como si utilizaste material de otros creadores, para evitar caer en problemas de restricciones y plagio.",reintegración del contenido,1,compartición del contenido,0,null,0,null,0,Aportar conocimiento de dominio público para la creación y edición de contenido digital.,"Variables, tipos de datos y Constantes",https://thincrs-one.udemy.com/course/fundamentos-de-la-programacion/learn/lecture/6943424#overview,Español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_9,XSEJ_3310,DC3_3,Derechos de autor y licencias,"DC1_1. DC2_2, DC2_4, DC2_6, DC3_1, DC3_2",Creación de Contenido Digital,Pre-assessment,Copyright y licencias,Drag and drop text,5,0,Lee el siguiente párrafo y completa los espacios en blanco con las palabras que se muestran en la lista.,"El proceso de generar nuevo contenido digital es muy simple. Primero, se busca contenido en la red para poder revisarlo y estar al tanto de la actualidad del tema. Lo siguiente es &space a través de la &space ya existente o creación de material desde cero, utilizando herramientas digitales. Por último, hay que publicar el contenido teniendo en cuenta los &space que se aplican tanto para el material que has creado como si utilizaste material de otros creadores, para evitar caer en problemas de restricciones y plagio.",derechos de autor,1,formatos de archivo,0,null,0,null,0,Conocer que todo contenido reutilizado tiene derechos de autor y se debe de indicar la autoría.,Copyright introduction and basics (Introducción al copyright y conceptos básicos. Ver lecturas también),https://thincrs-one.udemy.com/intellectual-property-inventors-entrepreneurs-creators/learn/v4/t/lecture/5720722?start=10,Inglés,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_10,XSEJ_3120,DC3_1,Desarrollar contenido digital,DC1_3,Creación de Contenido Digital,Pre-assessment,Creación de contenidos digitales,Verdadero o Falso,5,0,Lee la siguiente oración y selecciona verdadero o falso según sea el caso.,"El hecho de que hayas creado cualquier tipo de contenido propio y original, significa que puede ser publicado en cualquier sitio web, plataforma o red social.",FALSO,1,VERDADERO,0,null,0,null,0,Ser consciente de que los sitios web tienen diferentes reglas de publicación de contenido.,Infringement and Remedies,https://thincrs-one.udemy.com/course/intellectual-property-inventors-entrepreneurs-creators/learn/lecture/5721002?start=10#overview,Inglés,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_11,XSEJ_3320,DC3_3,Derechos de autor y licencias,"DC1_1. DC2_2, DC2_4, DC2_6, DC3_1, DC3_2",Creación de Contenido Digital,Pre-assessment,Copyright y licencias,Verdadero o Falso,5,0,Lee la siguiente oración y selecciona verdadero o falso según sea el caso.,"Cuando publicas información o contenido original de tu propiedad en cualquier lugar de la red, éste automáticamente cuenta con las licencias de derechos de autor.",FALSO,1,VERDADERO,0,null,0,null,0,Ser consciente que no cualquier sitio web otorga la autoría de un contenido al publicador del mismo dentro de dicho sitio web.,Works Elegible for Copyright,https://thincrs-one.udemy.com/course/intellectual-property-inventors-entrepreneurs-creators/learn/lecture/5720710?start=10#overview,Inglés,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_12,XSEJ_3410,DC3_4,Programación,"DC2_2, DC2_4, DC3_1, DC3_2, DC3_3",Creación de Contenido Digital,Pre-assessment,Programación,Drag and drop text,5,0,Completa los espacios en blanco del siguiente párrafo con las opciones que se presentan en la lista.,"Imagen 1:
![alt text](URL_SERVER/MEDIA_ZIP/DC21_5_A.jpg ""Imagen 1"")

Imagen 2:
![alt text](URL_SERVER/MEDIA_ZIP/DC21_5_B.jpg ""Imagen 2"")

La imagen 1, es un ejemplo de &space el cual se utiliza como una forma de expresar los pasos que va a realizar un programa, de la forma más parecida a un lenguaje de programación; mientras que la imagen 2, muestra un ejemplo de un &space que contiene instrucciones en un lenguaje de programación.",pseudocódigo,1,algoritmo,0,null,0,null,0,Comprender cómo funcionan algunos sistemas y los procesos digitales.,Qué es un programa,https://thincrs-one.udemy.com/course/fundamentos-de-la-programacion/learn/lecture/6943400#overview,Español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_12,XSEJ_3420,DC3_4,Programación,"DC2_2, DC2_4, DC3_1, DC3_2, DC3_3",Creación de Contenido Digital,Pre-assessment,Programación,Drag and drop text,5,0,Completa los espacios en blanco del siguiente párrafo con las opciones que se presentan en la lista.,"Imagen 1:
![alt text](URL_SERVER/MEDIA_ZIP/DC21_5_A.jpg ""Imagen 1"")

Imagen 2:
![alt text](URL_SERVER/MEDIA_ZIP/DC21_5_B.jpg ""Imagen 2"")

La imagen 1, es un ejemplo de &space el cual se utiliza como una forma de expresar los pasos que va a realizar un programa, de la forma más parecida a un lenguaje de programación; mientras que la imagen 2, muestra un ejemplo de un &space que contiene instrucciones en un lenguaje de programación.",código fuente,1,programa,0,null,0,null,0,Enumerar instrucciones sencillas para que un sistema informático resuelva un problema simple o realice una tarea sencilla.,Condicionales y operadores lógicos (Conditionals and logical operators),https://thincrs-one.udemy.com/course/master-en-javascript-aprender-js-jquery-angular-nodejs-y-mas/learn/lecture/10102046?start=126,Español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_13,XSEJ_4110,DC4_1,Protección de dispositivos,"DC1_1, DC1_2, DC2_1",Seguridad en Entornos Digitales,Pre-assessment,Protección de dispositivos,Relación de columnas,5,0,Relaciona las siguientes columnas de acuerdo a la correspondencia del concepto con su significado.,"&space Conocer las medidas de seguridad y protección, teniendo en cuenta los riesgos y amenazas en ambientes digitales y tener debidamente en cuenta la fiabilidad y privacidad.",Protección de dispositivos,1,Protección de software,0,null,0,null,0,Seguir pasos básicos para proteger tus dispositivos.,Smartphones and mobile apps Part I (Teléfonos inteligentes y aplicaciones móviles parte 1),https://thincrs-one.udemy.com/1m-cyber-security-awareness/learn/v4/t/lecture/13028742?start=35,Inglés,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_13,XSEJ_4210,DC4_2,Protección de datos personales y la privacidad,"DC1_1, DC1_2, DC1_3, DC2_1, DC2_2, DC2_4, DC2_6",Seguridad en Entornos Digitales,Pre-assessment,Protección de datos,Relación de columnas,5,0,Relaciona las siguientes columnas de acuerdo a la correspondencia del concepto con su significado.,&space Entender cómo usar y compartir información de uno mismo y al mismo tiempo poder protegerse a sí mismo y a los demás de los daños.,Protección de datos personales,1,Protección de información,0,null,0,null,0,Identificar los principales problemas con la privacidad en línea.,"What is privacy, anonymity and pseudonymity (¿Qué son la privacidad, anonimidad y pseudonimidad?)",https://thincrs-one.udemy.com/the-complete-2018-cyber-security-guide-for-non-professionals/learn/lecture/9122438?start=23#overview,Inglés,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_13,XSEJ_4310,DC4_3,Protección de la salud y el bienestar,"DC4_1, DC4_2",Seguridad en Entornos Digitales,Pre-assessment,Bienestar personal,Relación de columnas,5,0,Relaciona las siguientes columnas de acuerdo a la correspondencia del concepto con su significado.,&space Poder evitar los riesgos para la salud física y psicológica al utilizar las tecnologías digitales.,Protección del bienestar,1,Protección de la salud,0,null,0,null,0,Reconocer cómo protegerte a ti y a otros del ciber bullying.,Identity strategies (Estrategias de identidad),https://thincrs-one.udemy.com/the-complete-2018-cyber-security-guide-for-non-professionals/learn/lecture/9496686?start=36#overview,Inglés,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_13,XSEJ_4410,DC4_4,Protección del entorno,null,Seguridad en Entornos Digitales,Pre-assessment,Bienestar ambiental,Relación de columnas,5,0,Relaciona las siguientes columnas de acuerdo a la correspondencia del concepto con su significado.,&space Ser conscientes del impacto ambiental de las tecnologías digitales y su uso.,Protección del entorno,1,Protección del espacio,0,null,0,null,0,Identificar el impacto del uso de tecnología en el entorno.,Why solar is the future? (¿Por qué la energía solar es el futuro?),https://thincrs-one.udemy.com/the-complete-solar-energy-course-beginner-to-advanced-level/learn/lecture/8801826?start=60,Inglés,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_14,XSEJ_1120,DC1_1,"Navegar, buscar y filtrar datos, información y contenido digital",null,Gestión de Información,Pre-assessment,"Información, datos y sus fuentes",Drag and drop text,5,0,"La obtención de información fidedigna conlleva un proceso, descrito en el siguiente párrafo de manera breve. Completa los espacios en blanco con las opciones que se presentan en la lista.","El paso número 1 es navegar en la red para &space a través de la realización de búsquedas, el número 2 es &space en sí para desechar lo irrelevante de lo que no es. Posteriormente en el paso número 3 es &space con un orden específico para que se encuentre disponible en todo momento.",localizar fuentes de información,1,corroborar la información,0,null,0,null,0,Separar apropiadamente la información que encuentras.,¿Cuál es la diferencia entre un directorio y un archivo? (What is the difference between a directory and a file?),https://thincrs-one.udemy.com/course/computacion-basica-desde-cero-hasta-redes-sociales/learn/lecture/1707942?start=75,Español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_14,XSEJ_1220,DC1_2,"Evaluar datos, información y contenido digital",DC1_1,Gestión de Información,Pre-assessment,"Información, datos y sus fuentes.",Drag and drop text,5,0,"La obtención de información fidedigna conlleva un proceso, descrito en el siguiente párrafo de manera breve. Completa los espacios en blanco con las opciones que se presentan en la lista.","El paso número 1 es navegar en la red para &space a través de la realización de búsquedas, el número 2 es &space en sí para desechar lo irrelevante de lo que no es. Posteriormente en el paso número 3 es &space con un orden específico para que se encuentre disponible en todo momento.",evaluar la información,1,corroborar la información,0,null,0,null,0,Comparar dos o más fuentes de información en línea.,Disinformation (Desinformación),https://thincrs-one.udemy.com/1m-cyber-security-awareness/learn/lecture/13029042#overview,Inglés,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_14,XSEJ_1230,DC1_3,"Administrar datos, información y contenido digital",DC1_1,Gestión de Información,Pre-assessment,"Información, datos y sus fuentes",Drag and drop text,5,0,"La obtención de información fidedigna conlleva un proceso, descrito en el siguiente párrafo de manera breve. Completa los espacios en blanco con las opciones que se presentan en la lista.","El paso número 1 es navegar en la red para &space a través de la realización de búsquedas, el número 2 es &space en sí para desechar lo irrelevante de lo que no es. Posteriormente en el paso número 3 es &space con un orden específico para que se encuentre disponible en todo momento.",almacenar la información,1,publicar la información,0,null,0,null,0,Identificar sitios y lugares en los que se intercambia información.,Nube y niebla – (Cloud and fog),https://thincrs-one.udemy.com/internet-de-las-cosas/learn/v4/t/lecture/9069350?start=0,Español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_15,XSEJ_1230,DC1_2,"Evaluar datos, información y contenido digital",DC1_1,Gestión de Información,Pre-assessment,"Información, datos y sus fuentes.",Opción múltiple con checkbox,5,0,Lee la siguiente oración y selecciona las dos opciones correctas.,"Son ubicaciones alojadas en la red, las cuales contienen información, datos, imágenes, audios y videos que son puestos al alcance de los internautas tras haber realizado un trabajo intelectual para elaborar dichos contenidos. ¿Cuáles de las siguientes opciones son un ejemplo de lo anterior? 
",Fuentes de información,1,Fuentes publicitarias,0,null,0,null,0,Distinguir las fuentes de información en la red.,Search Engine Optimization,https://thincrs-one.udemy.com/course/1m-cyber-security-awareness/learn/lecture/13028694?start=108#overview,Inglés,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
DXSJ_15,XSEJ_1340,DC1_3,"Administrar datos, información y contenido digital",DC1_1,Gestión de Información,Pre-assessment,"Información, datos y sus fuentes",Opción múltiple con checkbox,5,0,Lee la siguiente oración y selecciona las dos opciones correctas.,"Son ubicaciones alojadas en la red, las cuales contienen información, datos, imágenes, audios y videos que son puestos al alcance de los internautas tras haber realizado un trabajo intelectual para elaborar dichos contenidos. ¿Cuáles de las siguientes opciones son un ejemplo de lo anterior? 
",Fuentes documentales,1,Fuentes de búsqueda,0,null,0,null,0,Distinguir los servicios web no informacionales,Otros buscadores,https://thincrs-one.udemy.com/course/computacion-basica-desde-cero-hasta-redes-sociales/learn/lecture/1708024#overview,Español,null,0,0,null,0,0,"En este cuestionario, probarás tus habilidades digitalés básicas para ciudadanos."
