id,question_type_id,admin_id,enterprise_id,short_name,question,points,created_at,updated_at,question_category_id,level,instructions,code
11,2,1,,DC21_3,"<p>La principal manera de &amp;space en la sociedad de conocimiento actual es por medio de la &amp;space a través de plataformas y medios digitales. Al realizar lo anterior es necesario cumplir con las reglas de &amp;space que describen normas de comportamiento, ya que, el infringir alguna de ellas, repercute en la &amp;space de los colaboradores.</p>",5.0,2020-06-16 22:14:57,2020-06-16 22:14:57,4,0,<p>Completa los espacios en blanco del siguiente párrafo con las opciones que se presentan en la lista.</p>,DXDC_0211
12,5,1,,DC21_4,"<p>Con las tecnologías actuales, es posible otorgar voz a la ciudadanía a través de tecnologías digitales apropiadas, permitiendo compartir cualquier información, contenido o recurso a través de la red acerca de asuntos políticos, culturales y sociales. Lo anterior es un ejemplo de: </p>",5.0,2020-06-16 22:14:58,2020-06-16 22:14:58,4,0,<p>Lee la siguiente oración y selecciona las dos opciones correctas.</p>,DXDC_0221
13,2,1,,DC21_5,"<p>El proceso de generar nuevo contenido digital es muy simple. Primero, se busca contenido en la red para poder revisarlo y estar al tanto de la actualidad del tema. Lo siguiente es &amp;space a través de la &amp;space ya existente o creación de material desde cero, utilizando herramientas digitales. Por último, hay que publicar el contenido teniendo en cuenta los &amp;space que se aplican tanto para el material que has creado como si utilizaste material de otros creadores, para evitar caer en problemas de restricciones y plagio.</p>",5.0,2020-06-16 22:14:58,2020-06-16 22:14:58,6,0,<p>Lee el siguiente párrafo y completa los espacios en blanco con las palabras que se muestran en la lista.</p>,DXDC_0311A
14,1,1,,DC21_6,"<p>El hecho de que hayas creado cualquier tipo de contenido propio y original, significa que puede ser publicado en cualquier sitio web, plataforma o red social.</p>",5.0,2020-06-16 22:14:58,2020-06-16 22:14:58,6,0,<p>Lee la siguiente oración y selecciona verdadero o falso según sea el caso.</p>,DXDC_0311B
15,1,1,,DC21_7,"<p>Cuando publicas información o contenido original de tu propiedad en cualquier lugar de la red, éste automáticamente cuenta con las licencias de derechos de autor.</p>",5.0,2020-06-16 22:14:58,2020-06-16 22:14:58,8,0,<p>Lee la siguiente oración y selecciona verdadero o falso según sea el caso.</p>,DXDC_0331B
16,2,1,,DC21_8,"<p>Imagen 1:<br />
<img src=""URL_SERVER/MEDIA_ZIP/DC21_5_A.jpg"" alt=""alt text"" title=""Imagen 1"" /></p>
<p>Imagen 2:<br />
<img src=""URL_SERVER/MEDIA_ZIP/DC21_5_B.jpg"" alt=""alt text"" title=""Imagen 2"" /></p>
<p>La imagen 1, es un ejemplo de &amp;space el cual se utiliza como una forma de expresar los pasos que va a realizar un programa, de la forma más parecida a un lenguaje de programación; mientras que la imagen 2, muestra un ejemplo de un &amp;space que contiene instrucciones en un lenguaje de programación.</p>",5.0,2020-06-16 22:14:58,2020-06-16 22:14:58,10,0,<p>Completa los espacios en blanco del siguiente párrafo con las opciones que se presentan en la lista.</p>,DXDC_0341
17,3,1,,DC21_9,"<p>&amp;space Conocer las medidas de seguridad y protección, teniendo en cuenta los riesgos y amenazas en ambientes digitales y tener debidamente en cuenta la fiabilidad y privacidad.</p><br><p>&amp;space Entender cómo usar y compartir información de uno mismo y al mismo tiempo poder protegerse a sí mismo y a los demás de los daños.</p><br><p>&amp;space Poder evitar los riesgos para la salud física y psicológica al utilizar las tecnologías digitales.</p><br><p>&amp;space Ser conscientes del impacto ambiental de las tecnologías digitales y su uso.</p>",5.0,2020-06-16 17:14:59,2020-06-16 22:14:59,11,0,<p>Relaciona las siguientes columnas de acuerdo a la correspondencia del concepto con su significado.</p>,DXDC_0411
18,1,1,,DC21_0111,"<p>Conversando con tus amigos, éstos te comentan una noticia reciente. Decides informarte en internet acerca de dicha noticia por ti mismo. Para localizar información que contenga la noticia utilizas:</p>",1.5,2020-06-16 22:16:03,2020-06-16 22:16:03,2,1,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0111
19,1,1,,DC21_0112,"<p>Necesitas información para realizar una tarea por lo que tienes que realizar búsquedas en la red.<br />
¿Cuál de las siguientes herramientas utilizarías para realizar búsquedas?</p>",2.5,2020-06-16 22:16:03,2020-06-16 22:16:03,2,2,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0112
20,1,1,,DC21_0113,"<p>Te encuentras organizando las fotografías que capturaste en tus últimas vacaciones, quieres guardar las fotografías en tu computadora en el directorio <em>C:\Imagenes\Vacaciones</em>. Conectas tu cámara a la computadora y te muestra las fotos en el directorio <em>F:\DCIM\Imagenes</em>, seleccionas las imágenes y utilizas <strong>CTRL+C</strong> para copiarlas y después presionas <strong>CTRL+V</strong> para pegarlas en el directorio <em>F:\Imagenes\Vacaciones</em>. Desconectas tu cámara y navegas hasta el primer directorio en tu computadora pero te das cuenta de que cometiste un error ya que no hay ninguna imagen en dicho directorio. El error fue:</p>",4.0,2020-06-16 22:16:04,2020-06-16 22:16:04,2,3,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0113
21,1,1,,DC21_0114,"<p><em>Lee con atención el siguiente texto:</em></p>
<p>El Renacimiento marca el inicio de la Edad Moderna, un período histórico que por lo general se suele establecer entre el descubrimiento de América en 1492 y la Revolución francesa en 1789, y que, en el terreno cultural, se divide en el Renacimiento (siglos XV y XVI) y el Barroco (siglos XVII y XVIII), con subdivisiones como el manierismo, el rococó y el neoclasicismo. Otros historiadores indican el año de 1453, caída de Constantinopla, o bien remarcan un hecho trascendental como la invención de la imprenta (hacia 1440 aproximadamente, de la mano de Johannes Gutenberg) como la fecha de inicio del movimiento renacentista.</p>
<p>¿Cuáles de los siguientes términos utilizarías para realizar una búsqueda que te arroje información relacionada con el párrafo anterior?</p>",5.0,2020-06-16 22:16:04,2020-06-16 22:16:04,2,4,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0114
22,1,1,,DC21_0115,"<p>Una nueva película llamada <strong>Taurus</strong> se estrena el sábado 20 de Abril. Decides ver la película en <strong>CineLands</strong>, tu cine favorito, ya sea el día de su estreno o un día después, por lo que entras a la red a comprar los boletos en línea. </p>
<p>¿Cuál de las siguientes opciones para buscar los boletos es la que mejor se adapta a tu situación?</p>",6.5,2020-06-16 22:16:04,2020-06-16 22:16:04,2,5,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0115
23,1,1,,DC21_0116,"<p>Quieres pasar el fin de semana con tu familia que vive en Guadalajara mientras tú vives en Monterrey, por lo que decides comprar un boleto de avión, entras a un buscador y realizas la siguiente búsqueda:</p>
<p>boleto <strong>AND</strong> avión <strong>AND</strong> (Monterrey <strong>NOT</strong> Guadalajara)</p>
<p>La cuál, te arroja los siguientes resultados: </p>
<p><img src=""URL_SERVER/MEDIA_ZIP/1-11.png"" alt=""alt text"" title=""Boleto de Avión"" /> </p>
<p>¿Cuál fue el error?</p>",7.5,2020-06-16 22:16:04,2020-06-16 22:16:04,2,6,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0116
24,1,1,,DC21_0117,"<p>Estas colaborando con tu equipo de trabajo en el desarrollo de un proyecto de investigación sobre los diferentes movimientos del planeta tierra en el espacio. Tu compañero, que se encuentra realizando una búsqueda acerca del tema, te pide ayuda con ésta, ya que los resultados no le son favorables. </p>
<p>Los resultados son los siguientes:</p>
<p><img src=""URL_SERVER/MEDIA_ZIP/1-13.png"" alt=""alt text"" title=""Sistema Solar"" /></p>
<p>De las siguientes opciones, ¿Cuál recomendarías a tu compañero para mejorar su búsqueda?</p>",9.0,2020-06-16 22:16:04,2020-06-16 22:16:04,2,7,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0117
25,1,1,,DC21_0118,"<p>Meses atrás, para un trabajo final, habías encontrado un documento en formato pdf sobre el teorema fundamental del cálculo de la Universidad de Cambridge que captó tu atención. Decides buscar de nuevo el documento pero al buscar te aparecen sitios web, blogs, wikis y un sin fin de sitios web que no tienen que ver con Cambridge o documentos en formato <strong>PDF</strong>. </p>
<p>¿Qué harías para filtrar los resultados?</p>",10.0,2020-06-16 22:16:04,2020-06-16 22:16:04,2,8,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0118
26,1,1,,DC21_0121,"<p>Si quisieras realizar una búsqueda, pero solamente obtener resultados de investigaciones y artículos científicos así como libros y revistas especializadas, ¿qué herramienta utilizarías?</p>",1.5,2020-06-16 22:16:05,2020-06-16 22:16:05,2,1,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0121
27,1,1,,DC21_0122,"<p>Las noticias en la televisión hablan acerca del virus de la influenza. Para informarte acerca de la mejor manera de protegerte de la enfermedad, haces una búsqueda en internet y obtienes los siguientes resultados:</p>
<p><img src=""URL_SERVER/MEDIA_ZIP/1-17.png"" alt=""alt text"" title=""Noticia Influenza"" /></p>
<p>De los resultados obtenidos, ¿Cuál es el que tiene la información que necesitas?</p>",2.5,2020-06-16 22:16:05,2020-06-16 22:16:05,2,2,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0122
28,1,1,,DC21_0123,"<p>Debido al bajo desempeño de tu actual teléfono celular, decides ahorrar para comprar uno nuevo, por lo que en una hoja de cálculo creas una tabla de ingresos y gastos para llevar un control de lo que llevas ahorrado. </p>
<p><img src=""URL_SERVER/MEDIA_ZIP/Tabla1_1.png"" alt=""alt text"" title=""Tabla de Ahorro"" /></p>
<p>¿Cuál es el valor que hace falta en la casilla C6 (Gastos de septiembre)?</p>",4.0,2020-06-16 22:16:05,2020-06-16 22:16:05,2,3,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0123
29,1,1,,DC21_0124,"<p>Como parte del informe de resultados del gobierno de tu ciudad, presentan una gráfica detallando los delitos cometidos en el segundo cuatrimestre del año (que comprende desde mayo hasta agosto), clasificándolos por mes y rango de edades de los delincuentes:</p>
<p><img src=""URL_SERVER/MEDIA_ZIP/1_1.png"" alt=""alt text"" title=""Grafica Delitos"" /></p>
<p>De la gráfica anterior se puede concluir que:</p>",5.0,2020-06-16 22:16:05,2020-06-16 22:16:05,2,4,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0124
30,1,1,,DC21_0125,"<p>Al estar navegando en internet, encuentras una noticia en dos fuentes distintas. La primer fuente contiene la exclusiva de la noticia con la información original. La <strong>fuente 2</strong> toma como referencia la información de la <strong>fuente 1</strong> y complementa la información con datos extra. Para poder realizar un reporte con la información encontrada en las fuentes, ¿De qué manera referencias la información en tu reporte?</p>",6.5,2020-06-16 22:16:06,2020-06-16 22:16:06,2,5,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0125
31,1,1,,DC21_0126,"<p>Navegando por las redes sociales, encuentras la misma noticia con títulos diferentes en dos fuentes distintas. La noticia es acerca del número de personas que cuentan con acceso a internet en zonas rurales de México. </p>
<p>De la siguiente lista, selecciona aquella oración que contiene la información presentada como datos estadísticos.</p>",7.5,2020-06-16 22:16:06,2020-06-16 22:16:06,2,6,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0126
32,1,1,,DC21_0127,"<p>Recientemente se ha lanzado el videojuego que pone fin a la franquicia de tu saga favorita. El anuncio lo ha hecho la desarrolladora mencionando que, se encuentra disponible de manera digital en varias tiendas en línea. Decides buscar la mejor oferta en diferentes tiendas que ofrecen videojuegos online. La tienda con la mejor oferta es la siguiente:</p>
<p><strong>Centro Gamer MX | Videojuegos de lanzamiento |</strong><br />
Paga en línea <em><a href=""http://centrogamermx.com/lanzamientos/compra.html"">http://centrogamermx.com/lanzamientos/compra.html</a></em></p>
<p>La única manera de comprar productos en la tienda es vía tarjeta de crédito o débito, por lo que parte de tu información personal es requerida. Teniendo en cuenta lo anterior, ¿Cuál opción refleja el problema de comprar en este sitio web?</p>",9.0,2020-06-16 22:16:06,2020-06-16 22:16:06,2,7,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0127
33,1,1,,DC21_0128,"<p>Recibes un mensaje de un compañero, éste te dice que encontró un artículo en internet con alguna información necesaria para llevar a cabo tu proyecto sobre el calentamiento global, y te pide tu opinión acerca de la confiabilidad de la información. El artículo es el siguiente:</p>
<p><a href=""https://www.mexicodesconocido.com.mx/el-calentamiento-global-en-mexico.html"">Haga clic aquí para ir al enlace</a></p>
<p>De las siguientes opciones ¿Cuál de ellas darías a tu compañero acerca del artículo anterior?</p>",10.0,2020-06-16 22:16:06,2020-06-16 22:16:06,2,8,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0128
34,1,1,,DC21_0131,"<p>Terminaste de crear una imagen y quieres almacenarla en tu computadora en la carpeta <em>C:\Imágenes\</em> como se representa en la siguiente imagen:</p>
<p><img src=""URL_SERVER/MEDIA_ZIP/1-27.png"" alt=""alt text"" title=""Imagenes"" /></p>
<p>Si quisieras guardar la imagen bajo el nombre <strong>imagen_12.png</strong> ¿Cuál sería el resultado?</p>",1.5,2020-06-16 22:16:07,2020-06-16 22:16:07,2,1,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0131
35,1,1,,DC21_0132,"<p>Cuando creas un archivo digital de cualquier tipo <strong>(mp3, doc, jpg, etc.)</strong> tienes que nombrarlo. De acuerdo a las reglas de nombramiento,<br />
¿Cuál de los siguientes símbolos puede ser utilizado para nombrar archivos?</p>",2.5,2020-06-16 22:16:07,2020-06-16 22:16:07,2,2,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0132
36,1,1,,DC21_0133,"<p>Decides utilizar un método para tener tus archivos respaldados, organizados y disponibles desde cualquier medio digital.<br />
¿Cuál de las siguientes herramientas se adapta a tus necesidades?</p>",4.0,2020-06-16 22:16:08,2020-06-16 22:16:08,2,3,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0133
37,1,1,,DC21_0134,"<p>Estás utilizando tu computadora personal, organizando tus documentos por tipo de archivos, dígase <em>imágenes, audios, videos y texto</em>.<br />
De la siguiente lista, ¿Cuáles archivos colocarías en la carpeta de Audios?</p>",5.0,2020-06-16 22:16:08,2020-06-16 22:16:08,2,4,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0134
38,1,1,,DC21_0135,"<p>Los archivos son identificados por una cadena de texto, por ejemplo: <strong>archivo.mp3</strong>. La primera parte de la cadena de texto antes del punto indica el nombre del archivo, ¿Qué es lo que indica la segunda parte (después del punto)?</p>",6.5,2020-06-16 22:16:08,2020-06-16 22:16:08,2,5,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0135
39,1,1,,DC21_0136,"<p>Te encuentras organizando tus archivos de acuerdo a las siguientes reglas:</p>
<ol>
<li>Las <em>imágenes</em> van en la carpeta <strong>Imágenes</strong>. </li>
<li>Los <em>videos</em> van en la carpeta <strong>Videos</strong>. </li>
<li>Los <em>audios</em> van en la carpeta <strong>Audios</strong>. </li>
<li>Si un archivo pesa más de <strong>10 MB</strong>, sin importar el tipo, va en la carpeta <strong>archivos pesados</strong>. Con las excepciones de: 
<ul>
<li>Si un archivo de audio pesa hasta <strong>15 MB</strong> va en la carpeta <strong>Audios</strong>. </li>
<li>Si un video pesa hasta <strong>50 MB</strong> va en la carpeta videos. </li>
</ul></li>
</ol>
<p>Al estar realizando la organización te encuentras con el siguiente caso:</p>
<p><img src=""URL_SERVER/MEDIA_ZIP/1-32.png"" alt=""alt text"" title=""Organización de Archivos"" /></p>
<p>De acuerdo a las reglas establecidas, ¿En dónde colocas cada archivo?</p>",7.5,2020-06-16 22:16:09,2020-06-16 22:16:09,2,6,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0136
40,1,1,,DC21_0137,"<p>Tienes la siguiente lista de archivos en tu PC:</p>
<p><img src=""URL_SERVER/MEDIA_ZIP/1-33.png"" alt=""alt text"" title=""Directorios"" /></p>
<p>Si deseas organizar los archivos en directorios y quieres tener la menor cantidad de éstos, ¿Cuál es la mejor manera de organizar los archivos?</p>",9.0,2020-06-16 22:16:09,2020-06-16 22:16:09,2,7,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0137
41,1,1,,DC21_0138,"<p>Tus archivos los tienes organizados de la siguiente manera:</p>
<p><img src=""URL_SERVER/MEDIA_ZIP/1-34.png"" alt=""alt text"" title=""Explorador Archivos"" /></p>
<p>Descargas los archivos <strong>disco_1.iso</strong> y <strong>main.cpp</strong> que no cumplen con el orden especificado. ¿Qué es lo que haces para ordenar los archivos y que no se rompan o cambien la estructura de los directorios?</p>",10.0,2020-06-16 22:16:10,2020-06-16 22:16:10,2,8,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC21_0138
42,1,1,,DC_0211,"<p>Requieres establecer una comunicación compartida para desarrollar proyectos, conocer personas, entre muchas cosas más, ¿Qué opciones te permiten realizar la interacción con las tecnologías digitales?</p>",1.5,2020-06-16 22:16:11,2020-06-16 22:16:11,4,1,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0211
43,1,1,,DC_0212,"<p>Necesitas investigar en fuentes confiables sobre la historia de la <strong>web 2.0.</strong><br />
Selecciona la opción que contenga herramientas que alojen información confiable.</p>",2.5,2020-06-16 22:16:11,2020-06-16 22:16:11,4,2,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0212
44,1,1,,DC_0213,"<p>Te encuentras participando en foros de discusión por medio de tu smartphone. Navegando por varios hilos, encuentras uno en el que discuten acerca del episodio más reciente de tu serie favorita: Los tronos están en juego. El hilo contiene una teoría sobre lo que sucederá en el siguiente episodio, para <em>sustentar</em> la teoría, añaden diversas imágenes, videos y enlaces a diversas páginas. Como gran fan de la serie y para futuras discusiones decides resguardar y organizar la información y enlaces web, de manera que sean accesibles rápidamente.<br />
De las siguientes opciones, selecciona aquella que contenga herramientas que te pueden ayudar con esta actividad.</p>",4.0,2020-06-16 22:16:12,2020-06-16 22:16:12,4,3,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0213
45,1,1,,DC_0214,"<p>Lee el siguiente párrafo:Los mundos virtuales son una combinación de realidad virtual dentro de un entorno de chat; también se le conoce como <strong>Entornos Multi-usuario (MUVEs)</strong>... los mundos virtuales nacieron y se desarrollaron inicialmente como entornos de juego, y desde un punto de vista técnico, son el producto de la combinación de un entorno grafico 3D que incorpora sistemas de interaccion social basados en chat desarrollados en el Mundo de Dominios Multi-usuarios (MuDs) (Millán, Medrano y Blanco, 2008).<br />
Selecciona los medios en el que se puede interactuar y a su vez realizar actividades lúdicas en algún metaverso o mundo virtual.</p>",5.0,2020-06-16 22:16:12,2020-06-16 22:16:12,4,4,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0214
46,1,1,,DC_0215,"<p>¿Qué <strong>herramientas digitales</strong> puedes utilizar, que permitan la interacción en el flujo de información y de comunicación?</p>",6.5,2020-06-16 22:16:13,2020-06-16 22:16:13,4,5,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0215
47,1,1,,DC_0216,<p>Requieres hacer un <strong>speech</strong> para compartir en digital sobre la teoría interconductista. ¿Qué herramientas digitales se necesitan para el desarrollo de dicha actividad?</p>,7.5,2020-06-16 22:16:14,2020-06-16 22:16:14,4,6,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0216
48,1,1,,DC_0217,"<p>Si dos grupos hacen una videoconferencia entre ambos estando en distintos puntos; y presentan un mapa conceptual, así como un video corto sobre el mismo tema, ¿Cuáles tecnologías utilizaron para este contexto?</p>",9.0,2020-06-16 22:16:14,2020-06-16 22:16:14,4,7,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0217
49,1,1,,DC_0218,"<p>Tu clase es en línea, el tema del día es gestión de información, presentación de información y trabajo colaborativo. ¿Qué tecnologías digitales te pueden apoyar para solucionar las actividades dadas?</p>",10.0,2020-06-16 22:16:15,2020-06-16 22:16:15,4,8,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0218
50,1,1,,DC_0221,"<p>¿Si tienes la siguiente imagen, qué medio de comunicación utilizarías para compartirla con tus amigos de tal forma que se tenga una interacción mutua y continua?</p>
<p><img src=""URL_SERVER/MEDIA_ZIP/221.jpg"" alt=""alt text"" title=""meme"" /></p>",1.5,2020-06-16 22:16:16,2020-06-16 22:16:16,4,1,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0221
51,1,1,,DC_0222,"<p>En tus vacaciones decides visitar un pueblo mágico dentro de tu estado. Al estar visitando el pueblo, realizas un video que le quieres compartir a tu mamá a través de un entorno digital mono usuario. Para lograr lo anterior, ¿Qué medio utilizarías?</p>",2.5,2020-06-16 22:16:17,2020-06-16 22:16:17,4,2,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0222
52,1,1,,DC_0223,"<p>Te encuentras manejando en una carretera, pero tu carro se descompone y no sabes en qué lugar te localizas. Necesitas compartir tu ubicación para que puedan auxiliarte y solo cuentas con un Smartphone sin saldo. ¿Qué herramientas digitales utilizarías para saber dónde te encuentras y compartir tu ubicación?</p>",4.0,2020-06-16 22:16:18,2020-06-16 22:16:18,4,3,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0223
53,1,1,,DC_0224,"<p>Tienes un archivo de video que deseas compartir con tu grupo de clase, pero este pesa <strong>950 MB</strong>, lo cual impide que utilices algunas herramientas digitales. ¿Qué medios puedes utilizar de manera inmediata y efectiva?</p>",5.0,2020-06-16 22:16:19,2020-06-16 22:16:19,4,4,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0224
54,1,1,,DC_0225,"<p>Debes compartir unas evidencias, se pide que tus archivos no pesen más de <strong>50 MB</strong> y no sean software de oficina ni archivos de imágenes. ¿Qué elementos puedes utilizar para poder subir y compartir los archivos?</p>",6.5,2020-06-16 22:16:20,2020-06-16 22:16:20,4,5,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0225
55,1,1,,DC_0226,"<p>Lee detenidamente y completa el párrafo con la opción correspondiente. Se tienen diversas formas que permiten compartir tus archivos sin importar el tipo. Hay herramientas que te permiten compartir tus archivos sin necesidad de subirlos a la nube, sin registros y poder descargar directamente, algunos ejemplos son: <em> </em> <em> (1) </em> <em> </em>. Otros ejemplos de herramientas que requieren una cuenta o registro y subir el archivo a la nube para poder compartirlo son: <em> </em> <em> (2) </em> <em> </em>.</p>",7.5,2020-06-16 22:16:20,2020-06-16 22:16:20,4,6,<p>Lee con atención la pregunta y selecciona la respuesta correcta.</p>,DC_0226
